text,label,label_name
"My new card is here, what's the process for activating it?",0,activate_my_card
"I am unable to activate my card, it won't let me.",0,activate_my_card
Can you help me activate my card,0,activate_my_card
I need my card to be activated right now.,0,activate_my_card
"Just received my replacement card, what steps do i need to take to activate it?",0,activate_my_card
What is the youngest age for an account?,1,age_limit
What is the appropriate age for my child to be able to open an account?,1,age_limit
How do I set up an account for my children?,1,age_limit
How old do you have to be to open an account?,1,age_limit
At what age can I open an account?,1,age_limit
My google top-up pay is not going through,2,apple_pay_or_google_pay
Can I use my Apple Watch to pay for gas?,2,apple_pay_or_google_pay
Can I top up with Google Pay?,2,apple_pay_or_google_pay
"Can Google Pay be used for top up, please help?",2,apple_pay_or_google_pay
Top up is not working even though I have my AMEX in apple pay.,2,apple_pay_or_google_pay
I need to know where I can withdraw money.,3,atm_support
Where can I get money from my card?,3,atm_support
The card can be used at which ATMs?,3,atm_support
Where can money withdrawals be made?,3,atm_support
Do I have to use a bank approved ATM to withdraw money?,3,atm_support
I will be traveling and want money to be added automatically in certain intervals. Is this possible?,4,automatic_top_up
How do I top-up while traveling?,4,automatic_top_up
How do i set up auto top-up?,4,automatic_top_up
I want to set up an auto top-up,4,automatic_top_up
How do I auto top-up?,4,automatic_top_up
What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good.,5,balance_not_updated_after_bank_transfer
I have transferred some money but the balance hasn't changed,5,balance_not_updated_after_bank_transfer
"Is something wrong with my account, my balance didn't change after I transferred some money",5,balance_not_updated_after_bank_transfer
The balance has not been updated.,5,balance_not_updated_after_bank_transfer
Where is the transfer to my account?,5,balance_not_updated_after_bank_transfer
How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.,6,balance_not_updated_after_cheque_or_cash_deposit
"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",6,balance_not_updated_after_cheque_or_cash_deposit
"When will I see my cash, since I already deposited my check?",6,balance_not_updated_after_cheque_or_cash_deposit
I checked the app and my balance has not been updated for the cash or cheque deposit.,6,balance_not_updated_after_cheque_or_cash_deposit
When will my cheque process?,6,balance_not_updated_after_cheque_or_cash_deposit
My transfer failed to a beneficiary,7,beneficiary_not_allowed
I couldn't transfer to an account.,7,beneficiary_not_allowed
Why is this not letting me exchange crypto? I need help making this transaction go through.,7,beneficiary_not_allowed
For some reason I am unable to preform a transfer to a beneficiary.,7,beneficiary_not_allowed
"I tried transferring money to a beneficiary, however, I was unsuccessful.",7,beneficiary_not_allowed
Please cancel my last transaction.,8,cancel_transfer
I recently made a transfer but I need to cancel it as soon as possible.  Please let me know when this happens.,8,cancel_transfer
I wish to cancel a transfer,8,cancel_transfer
How to cancel a transaction,8,cancel_transfer
A transfer has been made in my account that I need to cancel.  This was a mistake on my part and I hope we can get this resolved quickly.,8,cancel_transfer
"I have a card that expires in the coming month, do I have to specifically ask for the updated card?",9,card_about_to_expire
Do I need to order a new card before it expires?,9,card_about_to_expire
Tell me how to replace my expired card.,9,card_about_to_expire
want to get a new card in china,9,card_about_to_expire
What should I do once my card expires?,9,card_about_to_expire
What businesses accept this card?,10,card_acceptance
Are there limits as to where my card will be accepted?,10,card_acceptance
Which merchants accept this card?,10,card_acceptance
In what places can I use my card?,10,card_acceptance
Can i use this card at any store?,10,card_acceptance
Is my new bank card on the way and is there a way to track it?,11,card_arrival
How do I know when my new card is going to arrive?,11,card_arrival
I have been waiting over a week. Is the card still coming?,11,card_arrival
How long does it take for me to get my new card?,11,card_arrival
I'm still waiting for my card.,11,card_arrival
Can i choose a specific delivery date?,12,card_delivery_estimate
My card is needed soon,12,card_delivery_estimate
"To deliver to the US, how long will it take?",12,card_delivery_estimate
how long does delivery take?,12,card_delivery_estimate
What is the estimated date for delivery to US?,12,card_delivery_estimate
How do I link an existing card?,13,card_linking
"I got my card now, how do I make it show up in the app?",13,card_linking
"I want to link to my card card with you, how?",13,card_linking
How do I make my card show up in the app?,13,card_linking
What do I do to link my new card?,13,card_linking
I think my card is broke?,14,card_not_working
Why doesn't my card work for any transactions?,14,card_not_working
"Out of the blue, my card stopped working.",14,card_not_working
What are ways to test why my card might not be working?,14,card_not_working
Today I used my card at a restaurant and it was declined. Why?,14,card_not_working
"Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances.",15,card_payment_fee_charged
Why am I charged a fee for using my card on some purchases?,15,card_payment_fee_charged
Why have I been charged a fee for card payment?,15,card_payment_fee_charged
Why did I get charged a fee for my card payment?,15,card_payment_fee_charged
When do i get charged a fee for using the card?,15,card_payment_fee_charged
There were a couple of payments that I have noticed on my account with my card that I didn't make. Is it possible that somebody else has my card information?,16,card_payment_not_recognised
I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!,16,card_payment_not_recognised
There is a vendor name I don't recognize on a payment from my account. I don't think I made this payment.,16,card_payment_not_recognised
"There are a couple payments with my card shown in the app that i really didn't make myself. What's going on with this, does someone has access to my card?!",16,card_payment_not_recognised
I didn't make a payment that shows in my app.,16,card_payment_not_recognised
What is your exchange rate between UK pounds and Russian rubles for my last transaction,17,card_payment_wrong_exchange_rate
Why was I charged extra on my last UK pound to Russian ruble exchange?,17,card_payment_wrong_exchange_rate
I think there has been a mistake on my exchange rate for this purchase.,17,card_payment_wrong_exchange_rate
I bought an item then noticed the exchange rate was wrong.,17,card_payment_wrong_exchange_rate
I made a purchase and was charged at the wrong foreign exchange rate.,17,card_payment_wrong_exchange_rate
lost my card in atm,18,card_swallowed
The bank machine didn't give my card back how do I get a new one fast?,18,card_swallowed
My card was eaten by the cash machine what do I do?,18,card_swallowed
How do I get my card out of the ATM?,18,card_swallowed
Why did the ATM eat my card?,18,card_swallowed
"extra fees on a cash withdrawal, not cool.",19,cash_withdrawal_charge
"Is there a fee when I get cash from an ATM? Is there a limit I can take out? If there is a fee, what is it?",19,cash_withdrawal_charge
"I am not supposed to be charged a cash withdrawal fee, but I was.",19,cash_withdrawal_charge
Why do I have a charge for an ATM withdrawal? I thought these were free?,19,cash_withdrawal_charge
How come I got to pay to get my money from the ATM?,19,cash_withdrawal_charge
My card shows a cash withdrawal I don't recognize.,20,cash_withdrawal_not_recognised
Somebody made a withdrawal from my account for 500. I have my card so how can this be? Does somebody have a duplicate card or something? Help please.,20,cash_withdrawal_not_recognised
There's an unauthorized cash withdraw,20,cash_withdrawal_not_recognised
I want my card frozen right away. Money was taken out in an odd location I have never heard of.,20,cash_withdrawal_not_recognised
What is this cash withdrawal I don't recognize?,20,cash_withdrawal_not_recognised
Do I need to speak to a representative to change my pin?,21,change_pin
Can I change my PIN at my local bank?,21,change_pin
Is it possible for me to change my PIN number?,21,change_pin
How do I change my pin while traveling?,21,change_pin
What are the steps to change my PIN to something else?,21,change_pin
I see some transactions that I don't recognize.  I think someone stole my details.,22,compromised_card
What should I do if someone else used my card?,22,compromised_card
My statement shows charges for things I never purchased. Were my account details stolen?,22,compromised_card
"Can you check about unauthorized use of my card, I think someone is using mine without my knowledge?",22,compromised_card
"my card details could be stolen, as i didnt make these transactions",22,compromised_card
how many days processing new card?,23,contactless_not_working
Can I make a contactless payments?,23,contactless_not_working
I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,23,contactless_not_working
How do I troubleshoot my contactless?,23,contactless_not_working
"I was trying to use contactless earlier, but it didn't work.",23,contactless_not_working
Can I get a card that works in other countries like Africa and Indonesia?,24,country_support
I just moved to the US how do I get a card?,24,country_support
Which countries does your service work in?,24,country_support
Do you support countries other than mine?,24,country_support
Which countries do you currently support?,24,country_support
Whats the reason for my payment being declined? It looked like everything went through ok and my account was good.,25,declined_card_payment
"Hi, is everything in good standing with my card? I am receiving multiple ""decline"" messages.",25,declined_card_payment
My card was declined,25,declined_card_payment
Why wasn't my card payment accepted?,25,declined_card_payment
Why was my new card declined?,25,declined_card_payment
Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM.,26,declined_cash_withdrawal
When going to the ATM to take out some cash today my withdrawal was  declined.  I need to fix this problem as soon as possible. whats going on?,26,declined_cash_withdrawal
Why wouldn't my withdrawal go through?,26,declined_cash_withdrawal
I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.,26,declined_cash_withdrawal
ATM withdrawal not working.,26,declined_cash_withdrawal
"On my transfer there was a ""decline"" message",27,declined_transfer
It declined my transfer.,27,declined_transfer
"Declined, transfer not completed.",27,declined_transfer
"I get a ""decline"" message when doing a transfer",27,declined_transfer
I have tried a couple of times to make a purchase and my card keeps getting declined. Why do you keep denying my transfers? I have already tried a couple of times and it's not working.,27,declined_transfer
There's a direct debit payment that I don't recognize.,28,direct_debit_payment_not_recognised
How long after I receive my statement can I dispute payments on it?,28,direct_debit_payment_not_recognised
How do I dispute a direct debit that I didn't do?,28,direct_debit_payment_not_recognised
I see a direct debit payment on my app that I did not do,28,direct_debit_payment_not_recognised
"I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is?",28,direct_debit_payment_not_recognised
How many disposable cards am I allowed to have?,29,disposable_card_limits
Do the disposable cards have restrictions?,29,disposable_card_limits
Are there downsides to using a disposable virtual cards?,29,disposable_card_limits
Are there any places that I can't use the disposable cards at?,29,disposable_card_limits
Is there a transaction limit for a disposable card?,29,disposable_card_limits
My last name has changed and I need to update my account details.,30,edit_personal_details
"Since I got married, I need to change my name.",30,edit_personal_details
how to change name on account,30,edit_personal_details
I need to change my personal details in my account.,30,edit_personal_details
How can I change my address?,30,edit_personal_details
What is the charge for exchanging currencies?,31,exchange_charge
Do I need to pay more for exchanging currencies?,31,exchange_charge
Fees for currency exchange,31,exchange_charge
is there a frequent currency discount?,31,exchange_charge
My currencies needed to be exchanged often and I was wondering if there were any discounts available for this?,31,exchange_charge
How do your exchange rates factor in?,32,exchange_rate
How are the exchange rates for transfers calculated?,32,exchange_rate
I'm interested in what your exchange rates are based on.,32,exchange_rate
How do I know what the exchange rate will be when I make an exchange.,32,exchange_rate
What is the exchange rate for EUR?,32,exchange_rate
Can turn my money into another currency?,33,exchange_via_app
How can I trade currencies with this app?,33,exchange_via_app
Can currencies be exchanged on this app?,33,exchange_via_app
How can I exchange GBP for AUD?,33,exchange_via_app
Is it possible to exchange currencies?,33,exchange_via_app
Can you please explain to me why there is an extra â‚¬1 fee in my statement?,34,extra_charge_on_statement
I checked my account today and saw that I was charged an extra pound that I did not spend.,34,extra_charge_on_statement
Why was I charged $1 in a transaction?,34,extra_charge_on_statement
"Hello, I see that I have been charged an extra $1 on my app.  Could you please provide me with a reason for this charge?",34,extra_charge_on_statement
I see I was charged $1 for a transaction.,34,extra_charge_on_statement
My transfer didn't work how come?,35,failed_transfer
What caused my transfer to fail?,35,failed_transfer
Why do my transfers keep failing?,35,failed_transfer
I've already tried 5 times to complete a transfer that's just standard. What's the deal? Is your system down at this time?,35,failed_transfer
How can I find out why my transfer didn't go through?,35,failed_transfer
What flat currencies do you use for holding and exchanges.,36,fiat_currency_support
"In the exchange and holding, what fiat is allowed?",36,fiat_currency_support
What currency is supported for exchanges and holding?,36,fiat_currency_support
How can I solve my issue with holding multiple currencies?,36,fiat_currency_support
How do I go forth on holding money in multiple currencies?,36,fiat_currency_support
How about disposable virtual cards?,37,get_disposable_virtual_card
Please explain how disposable virtual card work.,37,get_disposable_virtual_card
How does a disposable virtual card work?,37,get_disposable_virtual_card
I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one?,37,get_disposable_virtual_card
How do I use the disposable cards?,37,get_disposable_virtual_card
Can you deliver the PIN separately?,38,get_physical_card
Is my PIN sent separably?,38,get_physical_card
How do I set my physical card PIN?,38,get_physical_card
Where is my PIN located?,38,get_physical_card
How do I locate my PIN now that I have my card?,38,get_physical_card
Is it possible to give a second card from my account to my daughter?,39,getting_spare_card
"I want to give a second card for this account to my daughter, would this be possible?",39,getting_spare_card
I need a second card on this account for my daughter.,39,getting_spare_card
"I would like open a second card for my daughter, how can you assist me?",39,getting_spare_card
Does it cost extra to send out more than one card?,39,getting_spare_card
Where can virtual cards be ordered?,40,getting_virtual_card
Do I get to have one of those virtual cards I've heard about?,40,getting_virtual_card
What do I have to do to get my virtual card?,40,getting_virtual_card
How long do you have to wait to see your virtual card your ordered?,40,getting_virtual_card
Where's my virtual card,40,getting_virtual_card
I think my card is stolen!,41,lost_or_stolen_card
My card is stolen.  Help!,41,lost_or_stolen_card
I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,41,lost_or_stolen_card
My card has been lost / stolen,41,lost_or_stolen_card
"Help!  I fear that my card was stolen,",41,lost_or_stolen_card
Can someone else use my account if they have my phone?  I lost mine.,42,lost_or_stolen_phone
"If I lost my phone at the hotel, can I still use the app?",42,lost_or_stolen_phone
I no longer have my phone.,42,lost_or_stolen_phone
Help!  I think my phone may be stolen or lost!,42,lost_or_stolen_phone
Help!  What should I do?  My phone was stolen yesterday.,42,lost_or_stolen_phone
Can I revive a physical card.,43,order_physical_card
Can you tell me how do I get a card?,43,order_physical_card
what steps do i do to get a real card,43,order_physical_card
Can I get a card in person?,43,order_physical_card
I need to get hold of a physical card?,43,order_physical_card
I happened to forget my password,44,passcode_forgotten
I think my passcode was changed,44,passcode_forgotten
Not sure what my password is.,44,passcode_forgotten
How can I reset my passcode?,44,passcode_forgotten
I need to reset my passcode. Where do I go to do that?,44,passcode_forgotten
A transaction on my card shows as pending.,45,pending_card_payment
I don't know what a pending payment is.,45,pending_card_payment
There is a payment that i made that i noticed has not gone thru yet. Can i ask why?,45,pending_card_payment
Why is my card payment still listed as pending?,45,pending_card_payment
What does it mean when it says that I have a payment that is pending?,45,pending_card_payment
I have a withdrawal waiting to go through.,46,pending_cash_withdrawal
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,46,pending_cash_withdrawal
Why is my withdrawal from the ATM still showing as pending?,46,pending_cash_withdrawal
Why would a cash withdrawal be pending?,46,pending_cash_withdrawal
What does pending mean on a cash withdrawal?,46,pending_cash_withdrawal
"I think something is wrong with your top up.  I've been waiting a little over an hour for this to go through, can you send it through for me?",47,pending_top_up
i put money on my card and i dont see it on the balance,47,pending_top_up
"I already paid to top-up but the funds aren't available yet, where are they?",47,pending_top_up
Has my top up gone through?,47,pending_top_up
"My top up hasn't gone through yet, why?",47,pending_top_up
I am still waiting for a money transfer to process.,48,pending_transfer
"Why is my transfer appearing as ""pending""?",48,pending_transfer
Is my transfer pending?,48,pending_transfer
How long does it take for pending to go through,48,pending_transfer
when will my transfer clear,48,pending_transfer
"I enetered the wrong information, I need my account unblocked How do I do that?",49,pin_blocked
What is the process for unlocking the pin?,49,pin_blocked
My account is blocked because I entered the wrong pin too many times.  Help me unblock.,49,pin_blocked
I attempted to enter my pin to many times.,49,pin_blocked
How can I get my PIN unblocked?,49,pin_blocked
How would my friend be able to send me money?,50,receiving_money
How to receive transfers from my employer when I get paid in GBP?,50,receiving_money
Am I allowed to use different currencies?,50,receiving_money
What methods are available for my friend to send me money?,50,receiving_money
Can i get payed through this system?,50,receiving_money
I contacted the seller and he won't respond.  Please just refund me my  money.,51,Refund_not_showing_up
Where is my recent refund in the my statement?,51,Refund_not_showing_up
Why is the refund not on my statement?,51,Refund_not_showing_up
Is there a reason my refund isn't showing on my statement?,51,Refund_not_showing_up
How long will it take to refund me,51,Refund_not_showing_up
"Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important.",52,request_refund
How do I receive a refund for my item?,52,request_refund
I'd like to discuss an order I placed quite a long time ago. I have yet to receive it and am growing upset.  I want a refund as I now refuse to pay for the product.,52,request_refund
My product hasn't arrived even though I ordered it a while ago. I want a refund!,52,request_refund
I want this fee reversed from my account.,52,request_refund
Card payment has be declined.,53,reverted_card_payment?
I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible.,53,reverted_card_payment?
Why would my card payment be reverted?,53,reverted_card_payment?
Unknowingly to me the payment sent to seller has been redeposied back in my account. I do not know why it would take out the payment and then put it back in my account. Can you resolve this as soon as possible?,53,reverted_card_payment?
I think my card payment was cancelled. What happened?,53,reverted_card_payment?
I have an American Express that I'd like to add money to my account with.,54,supported_cards_and_currencies
"I want to know which currencies and cards are supported, can you provide a list?",54,supported_cards_and_currencies
"Do I have to top up in euros if I use a card, or can I use a different currency?",54,supported_cards_and_currencies
"I only have one more US credit card, is it accepted?",54,supported_cards_and_currencies
I need to know if you will accept my credit card.,54,supported_cards_and_currencies
What are the steps to finishing up with this account?,55,terminate_account
unhappy with service need to delete account,55,terminate_account
Help me close my account.,55,terminate_account
"This is terrible, i want to delete my account",55,terminate_account
How do I delete my account now,55,terminate_account
Am I charged for receiving money?,56,top_up_by_bank_transfer_charge
Is there a cost to receive money?,56,top_up_by_bank_transfer_charge
Will I be charged to top off my account?,56,top_up_by_bank_transfer_charge
Will I be charged for receiving money?,56,top_up_by_bank_transfer_charge
Can I do a SWIFT transfer?,56,top_up_by_bank_transfer_charge
Will you charge me more if I use a European bank card for a top up?,57,top_up_by_card_charge
how much do you charge to top up US cards?,57,top_up_by_card_charge
What fees are charged when I top up,57,top_up_by_card_charge
What are the top-up fees for my card?,57,top_up_by_card_charge
Are there going to be fees from adding money with an international card?,57,top_up_by_card_charge
I would like to use cash to make a top-up?,58,top_up_by_cash_or_cheque
Do you accept cheques for top-up?,58,top_up_by_cash_or_cheque
can i deposit a check here?,58,top_up_by_cash_or_cheque
I need to top up using a cheque,58,top_up_by_cash_or_cheque
"Help me please, I need to top up cash.",58,top_up_by_cash_or_cheque
"Hey, I attempted to top up my card today and for some reason it didn't work. When I did it the other way it worked just fine. Could you help me figure out why this is happening please?",59,top_up_failed
There has been a red flag on my top up.,59,top_up_failed
"I just topped up, and the app denied it.",59,top_up_failed
What if my top up didn't work?,59,top_up_failed
Why did my top-up not work?,59,top_up_failed
How much could I top up?,60,top_up_limits
what is the most money i can top up?,60,top_up_limits
Can I create my own top-up limit?,60,top_up_limits
Tell me if there is a top-up limit.,60,top_up_limits
What limits are the to top-ups?,60,top_up_limits
The app reverted after I topped-up,61,top_up_reverted
"I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go??",61,top_up_reverted
My thoughts were that you offered crypto top up which does not seem to be working. The money has now been taken from my account. What is the problem here?,61,top_up_reverted
"Hi, i just topped up my phone and the money was deducted but it seems to have deducted the same amount again! please help!",61,top_up_reverted
Why has my top-up been reverted?,61,top_up_reverted
How do I top up on my card?,62,topping_up_by_card
my top up isnt there yet where do i find it,62,topping_up_by_card
"If I want a friend to top off my account, can they?",62,topping_up_by_card
Something is wrong with my top up and I can't see it. How do I find it?,62,topping_up_by_card
Can friends I have top-up my account?,62,topping_up_by_card
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,63,transaction_charged_twice
"My husband and I went out for our weekly ""dinner and a movie,"" and it was my turn to pick up the check. Now I see that my card was charged twice. Who should I contact about negating the second charge and getting my card credited?",63,transaction_charged_twice
"I have been double charged for a couple of things this week, and would appreciate a refund for the duplicate charges.",63,transaction_charged_twice
My bill shows the same charge more than once,63,transaction_charged_twice
I've got a repeated tranasaction on my card.,63,transaction_charged_twice
I got an unexpected charge on my transfers. How can I correct this?,64,transfer_fee_charged
I thought you guys offered free transfers. Why was I charged?,64,transfer_fee_charged
Why was I charged an extra fee when doing a transfer?,64,transfer_fee_charged
Extra charge during transfer,64,transfer_fee_charged
I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account?,64,transfer_fee_charged
How can I transfer money between accounts?,65,transfer_into_account
I am looking to transfer some money from my other bank account into this one.,65,transfer_into_account
I need to move money from another bank to this account.,65,transfer_into_account
"I need to transfer money into my account, and I don't know how to do that.",65,transfer_into_account
How can I go about transferring money to my account?,65,transfer_into_account
Why didn't my friend's transaction arrive yet?,66,transfer_not_received_by_recipient
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,66,transfer_not_received_by_recipient
How long do I have  to wait for my transaction to be completed?,66,transfer_not_received_by_recipient
"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",66,transfer_not_received_by_recipient
Why is the transaction to my friend still pending?,66,transfer_not_received_by_recipient
How long will a transfer take from Europe?,67,transfer_timing
I need a quick transfer from China.  How long would that take?,67,transfer_timing
How long do I wait for a transfer from the United States?,67,transfer_timing
How long does a transfer take to reach one's account.,67,transfer_timing
When will my transfer arrive from Europe?,67,transfer_timing
I'm having trouble proving my identity,68,unable_to_verify_identity
"My identity isn't being accepted, what should I do?",68,unable_to_verify_identity
"app malfunctioning, does not know its me",68,unable_to_verify_identity
My identity can't be verified.,68,unable_to_verify_identity
Why hasn't the app verified my identity?,68,unable_to_verify_identity
Which documents do I need for this identity check?,69,verify_my_identity
I'm not sure how to complete the identity checks process.,69,verify_my_identity
What are the steps for the identity checks?,69,verify_my_identity
How do you check my identity?,69,verify_my_identity
"I'm trying to verify my identity but can't figure out how, what do I do?",69,verify_my_identity
Where can I find information about where my money came from?,70,verify_source_of_funds
Where did my deposit for my source of funds come from?,70,verify_source_of_funds
What do I need to do to verify my funds?,70,verify_source_of_funds
What source do my fund come from?,70,verify_source_of_funds
where can I see who sent me funds,70,verify_source_of_funds
"I just tried to top-up and now I'm getting an additional verification message, why?",71,verify_top_up
Why do I need to verify the top-up?,71,verify_top_up
I would like to receive instructions showing the verification process for top up cards..,71,verify_top_up
Why do you ask for top-up verification?,71,verify_top_up
Why do i have to verify my top-up card?,71,verify_top_up
I can't make purchases with my virtual card.,72,virtual_card_not_working
The virtual card won't work.,72,virtual_card_not_working
My virtual car is not working.,72,virtual_card_not_working
I have a disposable card but it does not work?,72,virtual_card_not_working
I can't get my virtual card to work.,72,virtual_card_not_working
Can I use visa or mastercard with your service,73,visa_or_mastercard
"I have a Visa and Mastercard, can I use these?",73,visa_or_mastercard
Is there a way I can get a Visa card?,73,visa_or_mastercard
Will you guys do Visa or Mastercard?,73,visa_or_mastercard
I want to get a Visa card,73,visa_or_mastercard
"Can I use my account now, even though my identity verification has not gone through yet?",74,why_verify_identity
Should I complete my security verification before I can use my account?,74,why_verify_identity
Why does it matter that I prove my identity?,74,why_verify_identity
Why should I have to prove my identity?,74,why_verify_identity
Why is there an identity check?,74,why_verify_identity
The amount of cash I selected to withdraw is different than what I received.,75,wrong_amount_of_cash_received
ATM only gave me $20 instead of $100,75,wrong_amount_of_cash_received
I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,75,wrong_amount_of_cash_received
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,75,wrong_amount_of_cash_received
I got the incorrect amount of money given to me from my account,75,wrong_amount_of_cash_received
what is the exchange rate for foreign ATMs,76,wrong_exchange_rate_for_cash_withdrawal
"When I got my cash, the amount was not what it should have been, based on the exchange rate.",76,wrong_exchange_rate_for_cash_withdrawal
The exchange rate was wrong?,76,wrong_exchange_rate_for_cash_withdrawal
Why is the exchange rate so high? This should have been a much higher amount of cash for that to apply.,76,wrong_exchange_rate_for_cash_withdrawal
"I have made a withdraw from an ATM this last holiday, why is there such a high charge from this transaction?",76,wrong_exchange_rate_for_cash_withdrawal
